LATITUDE,LONGITUDE,MODE,SEVERITY,YEAR,REPORTDATE,segment_id,FATAL_DRIVER,FATAL_BICYCLIST,FATAL_PEDESTRIAN,MAJORINJURIES_BICYCLIST,MAJORINJURIES_PEDESTRIAN,MAJORINJURIES_DRIVER,WARD,in_impact_zone,Zone
38.8923880626612,-77.01854104362818,vehicle,minor_or_property,2025,2025-03-10 20:00:00,17,0,0,0,0,0,0,Ward 6,False,Rest of Corridor
38.89464381039959,-77.02669461074827,vehicle,minor_or_property,2025,2025-03-12 20:40:00,14,0,0,0,0,0,0,Ward 2,False,Rest of Corridor
38.902795683240434,-77.0508758882482,vehicle,minor_or_property,2025,2025-03-12 12:40:00,6,0,0,0,0,0,0,Ward 2,False,Rest of Corridor
38.89204678939621,-77.01424072580507,vehicle,minor_or_property,2025,2025-03-14 20:58:00,15,0,0,0,0,0,0,Ward 2,False,Rest of Corridor
38.89189219426773,-77.01626008996008,vehicle,minor_or_property,2025,2025-03-14 21:15:00,16,0,0,0,0,0,0,Ward 6,False,Rest of Corridor
38.89521564674664,-77.02876842362211,vehicle,minor_or_property,2025,2025-02-27 18:37:00,12,0,0,0,0,0,0,Ward 2,False,Rest of Corridor
38.8935950501992,-77.0219170171282,vehicle,minor_or_property,2025,2025-03-17 12:30:00,9,0,0,0,0,0,0,Ward 6,False,Rest of Corridor
38.90404539343382,-77.05451308296018,vehicle,minor_or_property,2025,2025-03-18 22:00:00,3,0,0,0,0,0,0,Ward 2,False,Rest of Corridor
38.89204678939621,-77.01424072580507,vehicle,minor_or_property,2025,2025-03-09 21:35:00,15,0,0,0,0,0,0,Ward 2,False,Rest of Corridor
38.89464381039959,-77.02669461074827,vehicle,minor_or_property,2025,2025-03-19 04:00:00,14,0,0,0,0,0,0,Ward 2,False,Rest of Corridor
38.89124044820701,-77.01663828489757,bicycle,major_injury,2025,2025-03-19 04:00:00,16,0,0,0,1,0,0,Ward 2,False,Rest of Corridor
38.90099891972479,-77.04490196032827,vehicle,minor_or_property,2025,2025-03-19 12:38:00,7,0,0,0,0,0,0,Ward 2,True,Impact Zone (17th-22nd St)
38.89375769575656,-77.02349553089917,vehicle,minor_or_property,2025,2025-03-18 02:00:00,10,0,0,0,0,0,0,Ward 2,False,Rest of Corridor
38.905795113459725,-77.05811901550138,vehicle,minor_or_property,2025,2025-03-22 15:43:00,1,0,0,0,0,0,0,Ward 2,False,Rest of Corridor
38.89550770278223,-77.03167481252439,vehicle,minor_or_property,2025,2025-03-20 21:44:00,14,0,0,0,0,0,0,Ward 2,False,Rest of Corridor
38.89375769575656,-77.02349553089917,vehicle,minor_or_property,2025,2025-03-19 14:40:00,10,0,0,0,0,0,0,Ward 2,False,Rest of Corridor
38.90279393779351,-77.05087089509838,vehicle,minor_or_property,2025,2025-03-25 21:30:00,6,0,0,0,0,0,0,Ward 2,False,Rest of Corridor
38.89189219426773,-77.01626008996008,vehicle,minor_or_property,2025,2025-03-26 12:43:00,16,0,0,0,0,0,0,Ward 6,False,Rest of Corridor
38.89960175414323,-77.04170731559238,vehicle,minor_or_property,2025,2025-03-27 21:00:00,4,0,0,0,0,0,0,Ward 2,True,Impact Zone (17th-22nd St)
38.90118525233063,-77.04346308116831,vehicle,minor_or_property,2025,2025-03-27 23:43:00,6,0,0,0,0,0,0,Ward 2,True,Impact Zone (17th-22nd St)
38.90116704231444,-77.04490306913009,vehicle,minor_or_property,2025,2025-04-01 20:39:00,7,0,0,0,0,0,0,Ward 2,True,Impact Zone (17th-22nd St)
38.89960175414323,-77.04170731559238,vehicle,minor_or_property,2025,2025-04-01 20:30:00,4,0,0,0,0,0,0,Ward 2,True,Impact Zone (17th-22nd St)
38.89911494894849,-77.03278677333346,vehicle,minor_or_property,2025,2025-03-31 15:00:00,5,0,0,0,0,0,0,Ward 2,False,Rest of Corridor
38.89375769575656,-77.02349553089917,vehicle,minor_or_property,2025,2025-03-31 18:38:00,10,0,0,0,0,0,0,Ward 2,False,Rest of Corridor
38.90420253313479,-77.05494052086152,vehicle,minor_or_property,2025,2025-03-31 18:00:00,4,0,0,0,0,0,0,Ward 2,False,Rest of Corridor
38.89960175414323,-77.04170731559238,vehicle,minor_or_property,2025,2025-04-03 21:00:00,4,0,0,0,0,0,0,Ward 2,True,Impact Zone (17th-22nd St)
38.89931507902948,-77.03364113102288,vehicle,minor_or_property,2025,2025-04-04 14:15:00,5,0,0,0,0,0,0,Ward 2,False,Rest of Corridor
38.89475694033399,-77.0281034794998,vehicle,minor_or_property,2025,2025-04-03 15:19:00,12,0,0,0,0,0,0,Ward 2,False,Rest of Corridor
38.90220201844187,-77.04911953941466,vehicle,minor_or_property,2025,2025-04-02 14:45:00,3,0,0,0,0,0,0,Ward 2,True,Impact Zone (17th-22nd St)
38.90360565785679,-77.05141715421482,vehicle,minor_or_property,2025,2025-04-03 04:00:00,2,0,0,0,0,0,0,Ward 2,False,Rest of Corridor
38.90293747835681,-77.04881963175569,vehicle,minor_or_property,2025,2025-04-07 19:30:00,5,0,0,0,0,0,0,Ward 2,True,Impact Zone (17th-22nd St)
38.9000373276096,-77.04297168378298,vehicle,minor_or_property,2025,2025-04-05 23:05:00,4,0,0,0,0,0,0,Ward 2,True,Impact Zone (17th-22nd St)
38.89208110942328,-77.01545989995107,vehicle,minor_or_property,2025,2025-04-10 13:30:00,8,0,0,0,0,0,0,Ward 2,False,Rest of Corridor
38.90118525233063,-77.04346308116831,vehicle,minor_or_property,2025,2025-04-09 22:58:00,6,0,0,0,0,0,0,Ward 2,True,Impact Zone (17th-22nd St)
38.89550770278223,-77.03167481252439,vehicle,minor_or_property,2025,2025-04-11 18:13:00,14,0,0,0,0,0,0,Ward 2,False,Rest of Corridor
38.89470045461595,-77.02507029151685,vehicle,minor_or_property,2025,2025-04-13 06:30:00,11,0,0,0,0,0,0,Ward 2,False,Rest of Corridor
38.90371300140389,-77.05350354037058,vehicle,minor_or_property,2025,2025-04-13 15:09:00,3,0,0,0,0,0,0,Ward 2,False,Rest of Corridor
38.89550770278223,-77.03167481252439,vehicle,minor_or_property,2025,2025-04-12 16:35:00,14,0,0,0,0,0,0,Ward 2,False,Rest of Corridor
38.89548223815045,-77.03409932700194,vehicle,major_injury,2025,2025-04-14 18:25:00,15,0,0,0,0,0,1,Ward 2,False,Rest of Corridor
38.89517744900732,-77.02498029170684,vehicle,minor_or_property,2025,2025-04-16 07:43:00,11,0,0,0,0,0,0,Ward 2,False,Rest of Corridor
38.893968871163295,-77.0219137545071,vehicle,minor_or_property,2025,2025-04-16 18:45:00,9,0,0,0,0,0,0,Ward 6,False,Rest of Corridor
